key,emo,version,name,status,uni,codepoints
socks,🧦,E5.0,socks,fully-qualified,1f9e6,1F9E6
dress,👗,E0.6,dress,fully-qualified,1f457,1F457
kimono,👘,E0.6,kimono,fully-qualified,1f458,1F458
sari,🥻,E12.0,sari,fully-qualified,1f97b,1F97B
one_piece_swimsuit,🩱,E12.0,one-piece swimsuit,fully-qualified,1fa71,1FA71
briefs,🩲,E12.0,briefs,fully-qualified,1fa72,1FA72
shorts,🩳,E12.0,shorts,fully-qualified,1fa73,1FA73
bikini,👙,E0.6,bikini,fully-qualified,1f459,1F459
woman_s_clothes,👚,E0.6,woman’s clothes,fully-qualified,1f45a,1F45A
folding_hand_fan,🪭,E15.0,folding hand fan,fully-qualified,1faad,1FAAD
purse,👛,E0.6,purse,fully-qualified,1f45b,1F45B
handbag,👜,E0.6,handbag,fully-qualified,1f45c,1F45C
clutch_bag,👝,E0.6,clutch bag,fully-qualified,1f45d,1F45D
shopping_bags,🛍,E0.7,shopping bags,unqualified,1f6cd,1F6CD
backpack,🎒,E0.6,backpack,fully-qualified,1f392,1F392
thong_sandal,🩴,E13.0,thong sandal,fully-qualified,1fa74,1FA74
man_s_shoe,👞,E0.6,man’s shoe,fully-qualified,1f45e,1F45E
running_shoe,👟,E0.6,running shoe,fully-qualified,1f45f,1F45F
hiking_boot,🥾,E11.0,hiking boot,fully-qualified,1f97e,1F97E
flat_shoe,🥿,E11.0,flat shoe,fully-qualified,1f97f,1F97F
high_heeled_shoe,👠,E0.6,high-heeled shoe,fully-qualified,1f460,1F460
woman_s_sandal,👡,E0.6,woman’s sandal,fully-qualified,1f461,1F461
ballet_shoes,🩰,E12.0,ballet shoes,fully-qualified,1fa70,1FA70
woman_s_boot,👢,E0.6,woman’s boot,fully-qualified,1f462,1F462
hair_pick,🪮,E15.0,hair pick,fully-qualified,1faae,1FAAE
crown,👑,E0.6,crown,fully-qualified,1f451,1F451
woman_s_hat,👒,E0.6,woman’s hat,fully-qualified,1f452,1F452
top_hat,🎩,E0.6,top hat,fully-qualified,1f3a9,1F3A9
graduation_cap,🎓,E0.6,graduation cap,fully-qualified,1f393,1F393
billed_cap,🧢,E5.0,billed cap,fully-qualified,1f9e2,1F9E2
military_helmet,🪖,E13.0,military helmet,fully-qualified,1fa96,1FA96
rescue_worker_s_helmet,⛑,E0.7,rescue worker’s helmet,unqualified,26d1,26D1
prayer_beads,📿,E1.0,prayer beads,fully-qualified,1f4ff,1F4FF
lipstick,💄,E0.6,lipstick,fully-qualified,1f484,1F484
ring,💍,E0.6,ring,fully-qualified,1f48d,1F48D
gem_stone,💎,E0.6,gem stone,fully-qualified,1f48e,1F48E
muted_speaker,🔇,E1.0,muted speaker,fully-qualified,1f507,1F507
speaker_low_volume,🔈,E0.7,speaker low volume,fully-qualified,1f508,1F508
speaker_medium_volume,🔉,E1.0,speaker medium volume,fully-qualified,1f509,1F509
speaker_high_volume,🔊,E0.6,speaker high volume,fully-qualified,1f50a,1F50A
loudspeaker,📢,E0.6,loudspeaker,fully-qualified,1f4e2,1F4E2
megaphone,📣,E0.6,megaphone,fully-qualified,1f4e3,1F4E3
postal_horn,📯,E1.0,postal horn,fully-qualified,1f4ef,1F4EF
bell,🔔,E0.6,bell,fully-qualified,1f514,1F514
bell_with_slash,🔕,E1.0,bell with slash,fully-qualified,1f515,1F515
musical_score,🎼,E0.6,musical score,fully-qualified,1f3bc,1F3BC
musical_note,🎵,E0.6,musical note,fully-qualified,1f3b5,1F3B5
musical_notes,🎶,E0.6,musical notes,fully-qualified,1f3b6,1F3B6
studio_microphone,🎙,E0.7,studio microphone,unqualified,1f399,1F399
level_slider,🎚,E0.7,level slider,unqualified,1f39a,1F39A
control_knobs,🎛,E0.7,control knobs,unqualified,1f39b,1F39B
microphone,🎤,E0.6,microphone,fully-qualified,1f3a4,1F3A4
headphone,🎧,E0.6,headphone,fully-qualified,1f3a7,1F3A7
radio,📻,E0.6,radio,fully-qualified,1f4fb,1F4FB
saxophone,🎷,E0.6,saxophone,fully-qualified,1f3b7,1F3B7
trumpet,🎺,E0.6,trumpet,fully-qualified,1f3ba,1F3BA
trombone,🪊,E17.0,trombone,fully-qualified,1fa8a,1FA8A
accordion,🪗,E13.0,accordion,fully-qualified,1fa97,1FA97
guitar,🎸,E0.6,guitar,fully-qualified,1f3b8,1F3B8
musical_keyboard,🎹,E0.6,musical keyboard,fully-qualified,1f3b9,1F3B9
violin,🎻,E0.6,violin,fully-qualified,1f3bb,1F3BB
banjo,🪕,E12.0,banjo,fully-qualified,1fa95,1FA95
drum,🥁,E3.0,drum,fully-qualified,1f941,1F941
long_drum,🪘,E13.0,long drum,fully-qualified,1fa98,1FA98
maracas,🪇,E15.0,maracas,fully-qualified,1fa87,1FA87
flute,🪈,E15.0,flute,fully-qualified,1fa88,1FA88
harp,🪉,E16.0,harp,fully-qualified,1fa89,1FA89
mobile_phone,📱,E0.6,mobile phone,fully-qualified,1f4f1,1F4F1
mobile_phone_with_arrow,📲,E0.6,mobile phone with arrow,fully-qualified,1f4f2,1F4F2
telephone,☎,E0.6,telephone,unqualified,260e,260E
telephone_receiver,📞,E0.6,telephone receiver,fully-qualified,1f4de,1F4DE
pager,📟,E0.6,pager,fully-qualified,1f4df,1F4DF
fax_machine,📠,E0.6,fax machine,fully-qualified,1f4e0,1F4E0
battery,🔋,E0.6,battery,fully-qualified,1f50b,1F50B
low_battery,🪫,E14.0,low battery,fully-qualified,1faab,1FAAB
electric_plug,🔌,E0.6,electric plug,fully-qualified,1f50c,1F50C
laptop,💻,E0.6,laptop,fully-qualified,1f4bb,1F4BB
desktop_computer,🖥,E0.7,desktop computer,unqualified,1f5a5,1F5A5
printer,🖨,E0.7,printer,unqualified,1f5a8,1F5A8
keyboard,⌨,E1.0,keyboard,unqualified,2328,2328
computer_mouse,🖱,E0.7,computer mouse,unqualified,1f5b1,1F5B1
trackball,🖲,E0.7,trackball,unqualified,1f5b2,1F5B2
computer_disk,💽,E0.6,computer disk,fully-qualified,1f4bd,1F4BD
floppy_disk,💾,E0.6,floppy disk,fully-qualified,1f4be,1F4BE
optical_disk,💿,E0.6,optical disk,fully-qualified,1f4bf,1F4BF
dvd,📀,E0.6,dvd,fully-qualified,1f4c0,1F4C0
abacus,🧮,E11.0,abacus,fully-qualified,1f9ee,1F9EE
movie_camera,🎥,E0.6,movie camera,fully-qualified,1f3a5,1F3A5
film_frames,🎞,E0.7,film frames,unqualified,1f39e,1F39E
film_projector,📽,E0.7,film projector,unqualified,1f4fd,1F4FD
clapper_board,🎬,E0.6,clapper board,fully-qualified,1f3ac,1F3AC
television,📺,E0.6,television,fully-qualified,1f4fa,1F4FA
camera,📷,E0.6,camera,fully-qualified,1f4f7,1F4F7
camera_with_flash,📸,E1.0,camera with flash,fully-qualified,1f4f8,1F4F8
video_camera,📹,E0.6,video camera,fully-qualified,1f4f9,1F4F9
videocassette,📼,E0.6,videocassette,fully-qualified,1f4fc,1F4FC
magnifying_glass_tilted_left,🔍,E0.6,magnifying glass tilted left,fully-qualified,1f50d,1F50D
magnifying_glass_tilted_right,🔎,E0.6,magnifying glass tilted right,fully-qualified,1f50e,1F50E
candle,🕯,E0.7,candle,unqualified,1f56f,1F56F
light_bulb,💡,E0.6,light bulb,fully-qualified,1f4a1,1F4A1
flashlight,🔦,E0.6,flashlight,fully-qualified,1f526,1F526
red_paper_lantern,🏮,E0.6,red paper lantern,fully-qualified,1f3ee,1F3EE
diya_lamp,🪔,E12.0,diya lamp,fully-qualified,1fa94,1FA94
notebook_with_decorative_cover,📔,E0.6,notebook with decorative cover,fully-qualified,1f4d4,1F4D4
closed_book,📕,E0.6,closed book,fully-qualified,1f4d5,1F4D5
open_book,📖,E0.6,open book,fully-qualified,1f4d6,1F4D6
green_book,📗,E0.6,green book,fully-qualified,1f4d7,1F4D7
blue_book,📘,E0.6,blue book,fully-qualified,1f4d8,1F4D8
orange_book,📙,E0.6,orange book,fully-qualified,1f4d9,1F4D9
books,📚,E0.6,books,fully-qualified,1f4da,1F4DA
notebook,📓,E0.6,notebook,fully-qualified,1f4d3,1F4D3
ledger,📒,E0.6,ledger,fully-qualified,1f4d2,1F4D2
page_with_curl,📃,E0.6,page with curl,fully-qualified,1f4c3,1F4C3
scroll,📜,E0.6,scroll,fully-qualified,1f4dc,1F4DC
page_facing_up,📄,E0.6,page facing up,fully-qualified,1f4c4,1F4C4
newspaper,📰,E0.6,newspaper,fully-qualified,1f4f0,1F4F0
rolled_up_newspaper,🗞,E0.7,rolled-up newspaper,unqualified,1f5de,1F5DE
bookmark_tabs,📑,E0.6,bookmark tabs,fully-qualified,1f4d1,1F4D1
bookmark,🔖,E0.6,bookmark,fully-qualified,1f516,1F516
label,🏷,E0.7,label,unqualified,1f3f7,1F3F7
coin,🪙,E13.0,coin,fully-qualified,1fa99,1FA99
money_bag,💰,E0.6,money bag,fully-qualified,1f4b0,1F4B0
treasure_chest,🪎,E17.0,treasure chest,fully-qualified,1fa8e,1FA8E
yen_banknote,💴,E0.6,yen banknote,fully-qualified,1f4b4,1F4B4
dollar_banknote,💵,E0.6,dollar banknote,fully-qualified,1f4b5,1F4B5
euro_banknote,💶,E1.0,euro banknote,fully-qualified,1f4b6,1F4B6
pound_banknote,💷,E1.0,pound banknote,fully-qualified,1f4b7,1F4B7
money_with_wings,💸,E0.6,money with wings,fully-qualified,1f4b8,1F4B8
credit_card,💳,E0.6,credit card,fully-qualified,1f4b3,1F4B3
receipt,🧾,E11.0,receipt,fully-qualified,1f9fe,1F9FE
chart_increasing_with_yen,💹,E0.6,chart increasing with yen,fully-qualified,1f4b9,1F4B9
envelope,✉,E0.6,envelope,unqualified,2709,2709
e_mail,📧,E0.6,e-mail,fully-qualified,1f4e7,1F4E7
incoming_envelope,📨,E0.6,incoming envelope,fully-qualified,1f4e8,1F4E8
envelope_with_arrow,📩,E0.6,envelope with arrow,fully-qualified,1f4e9,1F4E9
outbox_tray,📤,E0.6,outbox tray,fully-qualified,1f4e4,1F4E4
inbox_tray,📥,E0.6,inbox tray,fully-qualified,1f4e5,1F4E5
package,📦,E0.6,package,fully-qualified,1f4e6,1F4E6
closed_mailbox_with_raised_flag,📫,E0.6,closed mailbox with raised flag,fully-qualified,1f4eb,1F4EB
closed_mailbox_with_lowered_flag,📪,E0.6,closed mailbox with lowered flag,fully-qualified,1f4ea,1F4EA
open_mailbox_with_raised_flag,📬,E0.7,open mailbox with raised flag,fully-qualified,1f4ec,1F4EC
open_mailbox_with_lowered_flag,📭,E0.7,open mailbox with lowered flag,fully-qualified,1f4ed,1F4ED
postbox,📮,E0.6,postbox,fully-qualified,1f4ee,1F4EE
ballot_box_with_ballot,🗳,E0.7,ballot box with ballot,unqualified,1f5f3,1F5F3
pencil,✏,E0.6,pencil,unqualified,270f,270F
black_nib,✒,E0.6,black nib,unqualified,2712,2712
fountain_pen,🖋,E0.7,fountain pen,unqualified,1f58b,1F58B
pen,🖊,E0.7,pen,unqualified,1f58a,1F58A
paintbrush,🖌,E0.7,paintbrush,unqualified,1f58c,1F58C
crayon,🖍,E0.7,crayon,unqualified,1f58d,1F58D
memo,📝,E0.6,memo,fully-qualified,1f4dd,1F4DD
briefcase,💼,E0.6,briefcase,fully-qualified,1f4bc,1F4BC
file_folder,📁,E0.6,file folder,fully-qualified,1f4c1,1F4C1
open_file_folder,📂,E0.6,open file folder,fully-qualified,1f4c2,1F4C2
card_index_dividers,🗂,E0.7,card index dividers,unqualified,1f5c2,1F5C2
calendar,📅,E0.6,calendar,fully-qualified,1f4c5,1F4C5
tear_off_calendar,📆,E0.6,tear-off calendar,fully-qualified,1f4c6,1F4C6
spiral_notepad,🗒,E0.7,spiral notepad,unqualified,1f5d2,1F5D2
spiral_calendar,🗓,E0.7,spiral calendar,unqualified,1f5d3,1F5D3
card_index,📇,E0.6,card index,fully-qualified,1f4c7,1F4C7
chart_increasing,📈,E0.6,chart increasing,fully-qualified,1f4c8,1F4C8
chart_decreasing,📉,E0.6,chart decreasing,fully-qualified,1f4c9,1F4C9
bar_chart,📊,E0.6,bar chart,fully-qualified,1f4ca,1F4CA
clipboard,📋,E0.6,clipboard,fully-qualified,1f4cb,1F4CB
pushpin,📌,E0.6,pushpin,fully-qualified,1f4cc,1F4CC
round_pushpin,📍,E0.6,round pushpin,fully-qualified,1f4cd,1F4CD
paperclip,📎,E0.6,paperclip,fully-qualified,1f4ce,1F4CE
linked_paperclips,🖇,E0.7,linked paperclips,unqualified,1f587,1F587
straight_ruler,📏,E0.6,straight ruler,fully-qualified,1f4cf,1F4CF
triangular_ruler,📐,E0.6,triangular ruler,fully-qualified,1f4d0,1F4D0
scissors,✂,E0.6,scissors,unqualified,2702,2702
card_file_box,🗃,E0.7,card file box,unqualified,1f5c3,1F5C3
file_cabinet,🗄,E0.7,file cabinet,unqualified,1f5c4,1F5C4
wastebasket,🗑,E0.7,wastebasket,unqualified,1f5d1,1F5D1
locked,🔒,E0.6,locked,fully-qualified,1f512,1F512
unlocked,🔓,E0.6,unlocked,fully-qualified,1f513,1F513
locked_with_pen,🔏,E0.6,locked with pen,fully-qualified,1f50f,1F50F
locked_with_key,🔐,E0.6,locked with key,fully-qualified,1f510,1F510
key,🔑,E0.6,key,fully-qualified,1f511,1F511
old_key,🗝,E0.7,old key,unqualified,1f5dd,1F5DD
hammer,🔨,E0.6,hammer,fully-qualified,1f528,1F528
axe,🪓,E12.0,axe,fully-qualified,1fa93,1FA93
pick,⛏,E0.7,pick,unqualified,26cf,26CF
hammer_and_pick,⚒,E1.0,hammer and pick,unqualified,2692,2692
hammer_and_wrench,🛠,E0.7,hammer and wrench,unqualified,1f6e0,1F6E0
dagger,🗡,E0.7,dagger,unqualified,1f5e1,1F5E1
crossed_swords,⚔,E1.0,crossed swords,unqualified,2694,2694
bomb,💣,E0.6,bomb,fully-qualified,1f4a3,1F4A3
boomerang,🪃,E13.0,boomerang,fully-qualified,1fa83,1FA83
bow_and_arrow,🏹,E1.0,bow and arrow,fully-qualified,1f3f9,1F3F9
shield,🛡,E0.7,shield,unqualified,1f6e1,1F6E1
carpentry_saw,🪚,E13.0,carpentry saw,fully-qualified,1fa9a,1FA9A
wrench,🔧,E0.6,wrench,fully-qualified,1f527,1F527
screwdriver,🪛,E13.0,screwdriver,fully-qualified,1fa9b,1FA9B
nut_and_bolt,🔩,E0.6,nut and bolt,fully-qualified,1f529,1F529
gear,⚙,E1.0,gear,unqualified,2699,2699
clamp,🗜,E0.7,clamp,unqualified,1f5dc,1F5DC
balance_scale,⚖,E1.0,balance scale,unqualified,2696,2696
white_cane,🦯,E12.0,white cane,fully-qualified,1f9af,1F9AF
link,🔗,E0.6,link,fully-qualified,1f517,1F517
broken_chain,⛓‍💥,E15.1,broken chain,unqualified,26d3_200d_1f4a5,26D3 200D 1F4A5
chains,⛓,E0.7,chains,unqualified,26d3,26D3
hook,🪝,E13.0,hook,fully-qualified,1fa9d,1FA9D
toolbox,🧰,E11.0,toolbox,fully-qualified,1f9f0,1F9F0
magnet,🧲,E11.0,magnet,fully-qualified,1f9f2,1F9F2
ladder,🪜,E13.0,ladder,fully-qualified,1fa9c,1FA9C
shovel,🪏,E16.0,shovel,fully-qualified,1fa8f,1FA8F
alembic,⚗,E1.0,alembic,unqualified,2697,2697
test_tube,🧪,E11.0,test tube,fully-qualified,1f9ea,1F9EA
petri_dish,🧫,E11.0,petri dish,fully-qualified,1f9eb,1F9EB
dna,🧬,E11.0,dna,fully-qualified,1f9ec,1F9EC
microscope,🔬,E1.0,microscope,fully-qualified,1f52c,1F52C
telescope,🔭,E1.0,telescope,fully-qualified,1f52d,1F52D
satellite_antenna,📡,E0.6,satellite antenna,fully-qualified,1f4e1,1F4E1
syringe,💉,E0.6,syringe,fully-qualified,1f489,1F489
drop_of_blood,🩸,E12.0,drop of blood,fully-qualified,1fa78,1FA78
pill,💊,E0.6,pill,fully-qualified,1f48a,1F48A
adhesive_bandage,🩹,E12.0,adhesive bandage,fully-qualified,1fa79,1FA79
crutch,🩼,E14.0,crutch,fully-qualified,1fa7c,1FA7C
stethoscope,🩺,E12.0,stethoscope,fully-qualified,1fa7a,1FA7A
x_ray,🩻,E14.0,x-ray,fully-qualified,1fa7b,1FA7B
door,🚪,E0.6,door,fully-qualified,1f6aa,1F6AA
elevator,🛗,E13.0,elevator,fully-qualified,1f6d7,1F6D7
mirror,🪞,E13.0,mirror,fully-qualified,1fa9e,1FA9E
window,🪟,E13.0,window,fully-qualified,1fa9f,1FA9F
bed,🛏,E0.7,bed,unqualified,1f6cf,1F6CF
couch_and_lamp,🛋,E0.7,couch and lamp,unqualified,1f6cb,1F6CB
chair,🪑,E12.0,chair,fully-qualified,1fa91,1FA91
toilet,🚽,E0.6,toilet,fully-qualified,1f6bd,1F6BD
plunger,🪠,E13.0,plunger,fully-qualified,1faa0,1FAA0
shower,🚿,E1.0,shower,fully-qualified,1f6bf,1F6BF
bathtub,🛁,E1.0,bathtub,fully-qualified,1f6c1,1F6C1
mouse_trap,🪤,E13.0,mouse trap,fully-qualified,1faa4,1FAA4
razor,🪒,E12.0,razor,fully-qualified,1fa92,1FA92
lotion_bottle,🧴,E11.0,lotion bottle,fully-qualified,1f9f4,1F9F4
safety_pin,🧷,E11.0,safety pin,fully-qualified,1f9f7,1F9F7
broom,🧹,E11.0,broom,fully-qualified,1f9f9,1F9F9
basket,🧺,E11.0,basket,fully-qualified,1f9fa,1F9FA
roll_of_paper,🧻,E11.0,roll of paper,fully-qualified,1f9fb,1F9FB
bucket,🪣,E13.0,bucket,fully-qualified,1faa3,1FAA3
soap,🧼,E11.0,soap,fully-qualified,1f9fc,1F9FC
bubbles,🫧,E14.0,bubbles,fully-qualified,1fae7,1FAE7
toothbrush,🪥,E13.0,toothbrush,fully-qualified,1faa5,1FAA5
sponge,🧽,E11.0,sponge,fully-qualified,1f9fd,1F9FD
fire_extinguisher,🧯,E11.0,fire extinguisher,fully-qualified,1f9ef,1F9EF
shopping_cart,🛒,E3.0,shopping cart,fully-qualified,1f6d2,1F6D2
cigarette,🚬,E0.6,cigarette,fully-qualified,1f6ac,1F6AC
coffin,⚰,E1.0,coffin,unqualified,26b0,26B0
headstone,🪦,E13.0,headstone,fully-qualified,1faa6,1FAA6
funeral_urn,⚱,E1.0,funeral urn,unqualified,26b1,26B1
nazar_amulet,🧿,E11.0,nazar amulet,fully-qualified,1f9ff,1F9FF
hamsa,🪬,E14.0,hamsa,fully-qualified,1faac,1FAAC
moai,🗿,E0.6,moai,fully-qualified,1f5ff,1F5FF
placard,🪧,E13.0,placard,fully-qualified,1faa7,1FAA7
identification_card,🪪,E14.0,identification card,fully-qualified,1faaa,1FAAA
atm_sign,🏧,E0.6,ATM sign,fully-qualified,1f3e7,1F3E7
litter_in_bin_sign,🚮,E1.0,litter in bin sign,fully-qualified,1f6ae,1F6AE
potable_water,🚰,E1.0,potable water,fully-qualified,1f6b0,1F6B0
wheelchair_symbol,♿,E0.6,wheelchair symbol,fully-qualified,267f,267F
men_s_room,🚹,E0.6,men’s room,fully-qualified,1f6b9,1F6B9
women_s_room,🚺,E0.6,women’s room,fully-qualified,1f6ba,1F6BA
restroom,🚻,E0.6,restroom,fully-qualified,1f6bb,1F6BB
baby_symbol,🚼,E0.6,baby symbol,fully-qualified,1f6bc,1F6BC
water_closet,🚾,E0.6,water closet,fully-qualified,1f6be,1F6BE
passport_control,🛂,E1.0,passport control,fully-qualified,1f6c2,1F6C2
customs,🛃,E1.0,customs,fully-qualified,1f6c3,1F6C3
baggage_claim,🛄,E1.0,baggage claim,fully-qualified,1f6c4,1F6C4
left_luggage,🛅,E1.0,left luggage,fully-qualified,1f6c5,1F6C5
warning,⚠,E0.6,warning,unqualified,26a0,26A0
children_crossing,🚸,E1.0,children crossing,fully-qualified,1f6b8,1F6B8
no_entry,⛔,E0.6,no entry,fully-qualified,26d4,26D4
prohibited,🚫,E0.6,prohibited,fully-qualified,1f6ab,1F6AB
no_bicycles,🚳,E1.0,no bicycles,fully-qualified,1f6b3,1F6B3
no_smoking,🚭,E0.6,no smoking,fully-qualified,1f6ad,1F6AD
no_littering,🚯,E1.0,no littering,fully-qualified,1f6af,1F6AF
non_potable_water,🚱,E1.0,non-potable water,fully-qualified,1f6b1,1F6B1
no_pedestrians,🚷,E1.0,no pedestrians,fully-qualified,1f6b7,1F6B7
no_mobile_phones,📵,E1.0,no mobile phones,fully-qualified,1f4f5,1F4F5
no_one_under_eighteen,🔞,E0.6,no one under eighteen,fully-qualified,1f51e,1F51E
radioactive,☢,E1.0,radioactive,unqualified,2622,2622
biohazard,☣,E1.0,biohazard,unqualified,2623,2623
up_arrow,⬆,E0.6,up arrow,unqualified,2b06,2B06
up_right_arrow,↗,E0.6,up-right arrow,unqualified,2197,2197
right_arrow,➡,E0.6,right arrow,unqualified,27a1,27A1
down_right_arrow,↘,E0.6,down-right arrow,unqualified,2198,2198
down_arrow,⬇,E0.6,down arrow,unqualified,2b07,2B07
down_left_arrow,↙,E0.6,down-left arrow,unqualified,2199,2199
left_arrow,⬅,E0.6,left arrow,unqualified,2b05,2B05
up_left_arrow,↖,E0.6,up-left arrow,unqualified,2196,2196
up_down_arrow,↕,E0.6,up-down arrow,unqualified,2195,2195
left_right_arrow,↔,E0.6,left-right arrow,unqualified,2194,2194
right_arrow_curving_left,↩,E0.6,right arrow curving left,unqualified,21a9,21A9
left_arrow_curving_right,↪,E0.6,left arrow curving right,unqualified,21aa,21AA
right_arrow_curving_up,⤴,E0.6,right arrow curving up,unqualified,2934,2934
right_arrow_curving_down,⤵,E0.6,right arrow curving down,unqualified,2935,2935
clockwise_vertical_arrows,🔃,E0.6,clockwise vertical arrows,fully-qualified,1f503,1F503
counterclockwise_arrows_button,🔄,E1.0,counterclockwise arrows button,fully-qualified,1f504,1F504
back_arrow,🔙,E0.6,BACK arrow,fully-qualified,1f519,1F519
end_arrow,🔚,E0.6,END arrow,fully-qualified,1f51a,1F51A
on_arrow,🔛,E0.6,ON! arrow,fully-qualified,1f51b,1F51B
soon_arrow,🔜,E0.6,SOON arrow,fully-qualified,1f51c,1F51C
top_arrow,🔝,E0.6,TOP arrow,fully-qualified,1f51d,1F51D
place_of_worship,🛐,E1.0,place of worship,fully-qualified,1f6d0,1F6D0
atom_symbol,⚛,E1.0,atom symbol,unqualified,269b,269B
om,🕉,E0.7,om,unqualified,1f549,1F549
star_of_david,✡,E0.7,star of David,unqualified,2721,2721
wheel_of_dharma,☸,E0.7,wheel of dharma,unqualified,2638,2638
yin_yang,☯,E0.7,yin yang,unqualified,262f,262F
latin_cross,✝,E0.7,latin cross,unqualified,271d,271D
orthodox_cross,☦,E1.0,orthodox cross,unqualified,2626,2626
star_and_crescent,☪,E0.7,star and crescent,unqualified,262a,262A
peace_symbol,☮,E1.0,peace symbol,unqualified,262e,262E
menorah,🕎,E1.0,menorah,fully-qualified,1f54e,1F54E
dotted_six_pointed_star,🔯,E0.6,dotted six-pointed star,fully-qualified,1f52f,1F52F
khanda,🪯,E15.0,khanda,fully-qualified,1faaf,1FAAF
aries,♈,E0.6,Aries,fully-qualified,2648,2648
taurus,♉,E0.6,Taurus,fully-qualified,2649,2649
gemini,♊,E0.6,Gemini,fully-qualified,264a,264A
cancer,♋,E0.6,Cancer,fully-qualified,264b,264B
leo,♌,E0.6,Leo,fully-qualified,264c,264C
virgo,♍,E0.6,Virgo,fully-qualified,264d,264D
libra,♎,E0.6,Libra,fully-qualified,264e,264E
scorpio,♏,E0.6,Scorpio,fully-qualified,264f,264F
sagittarius,♐,E0.6,Sagittarius,fully-qualified,2650,2650
capricorn,♑,E0.6,Capricorn,fully-qualified,2651,2651
aquarius,♒,E0.6,Aquarius,fully-qualified,2652,2652
pisces,♓,E0.6,Pisces,fully-qualified,2653,2653
ophiuchus,⛎,E0.6,Ophiuchus,fully-qualified,26ce,26CE
shuffle_tracks_button,🔀,E1.0,shuffle tracks button,fully-qualified,1f500,1F500
repeat_button,🔁,E1.0,repeat button,fully-qualified,1f501,1F501
repeat_single_button,🔂,E1.0,repeat single button,fully-qualified,1f502,1F502
play_button,▶,E0.6,play button,unqualified,25b6,25B6
fast_forward_button,⏩,E0.6,fast-forward button,fully-qualified,23e9,23E9
next_track_button,⏭,E0.7,next track button,unqualified,23ed,23ED
play_or_pause_button,⏯,E1.0,play or pause button,unqualified,23ef,23EF
reverse_button,◀,E0.6,reverse button,unqualified,25c0,25C0
fast_reverse_button,⏪,E0.6,fast reverse button,fully-qualified,23ea,23EA
last_track_button,⏮,E0.7,last track button,unqualified,23ee,23EE
upwards_button,🔼,E0.6,upwards button,fully-qualified,1f53c,1F53C
fast_up_button,⏫,E0.6,fast up button,fully-qualified,23eb,23EB
downwards_button,🔽,E0.6,downwards button,fully-qualified,1f53d,1F53D
fast_down_button,⏬,E0.6,fast down button,fully-qualified,23ec,23EC
pause_button,⏸,E0.7,pause button,unqualified,23f8,23F8
stop_button,⏹,E0.7,stop button,unqualified,23f9,23F9
record_button,⏺,E0.7,record button,unqualified,23fa,23FA
eject_button,⏏,E1.0,eject button,unqualified,23cf,23CF
cinema,🎦,E0.6,cinema,fully-qualified,1f3a6,1F3A6
dim_button,🔅,E1.0,dim button,fully-qualified,1f505,1F505
bright_button,🔆,E1.0,bright button,fully-qualified,1f506,1F506
antenna_bars,📶,E0.6,antenna bars,fully-qualified,1f4f6,1F4F6
wireless,🛜,E15.0,wireless,fully-qualified,1f6dc,1F6DC
vibration_mode,📳,E0.6,vibration mode,fully-qualified,1f4f3,1F4F3
mobile_phone_off,📴,E0.6,mobile phone off,fully-qualified,1f4f4,1F4F4
female_sign,♀,E4.0,female sign,unqualified,2640,2640
male_sign,♂,E4.0,male sign,unqualified,2642,2642
transgender_symbol,⚧,E13.0,transgender symbol,unqualified,26a7,26A7
multiply,✖,E0.6,multiply,unqualified,2716,2716
plus,➕,E0.6,plus,fully-qualified,2795,2795
minus,➖,E0.6,minus,fully-qualified,2796,2796
divide,➗,E0.6,divide,fully-qualified,2797,2797
heavy_equals_sign,🟰,E14.0,heavy equals sign,fully-qualified,1f7f0,1F7F0
infinity,♾,E11.0,infinity,unqualified,267e,267E
double_exclamation_mark,‼,E0.6,double exclamation mark,unqualified,203c,203C
exclamation_question_mark,⁉,E0.6,exclamation question mark,unqualified,2049,2049
red_question_mark,❓,E0.6,red question mark,fully-qualified,2753,2753
white_question_mark,❔,E0.6,white question mark,fully-qualified,2754,2754
white_exclamation_mark,❕,E0.6,white exclamation mark,fully-qualified,2755,2755
red_exclamation_mark,❗,E0.6,red exclamation mark,fully-qualified,2757,2757
wavy_dash,〰,E0.6,wavy dash,unqualified,3030,3030
currency_exchange,💱,E0.6,currency exchange,fully-qualified,1f4b1,1F4B1
heavy_dollar_sign,💲,E0.6,heavy dollar sign,fully-qualified,1f4b2,1F4B2
medical_symbol,⚕,E4.0,medical symbol,unqualified,2695,2695
recycling_symbol,♻,E0.6,recycling symbol,unqualified,267b,267B
fleur_de_lis,⚜,E1.0,fleur-de-lis,unqualified,269c,269C
trident_emblem,🔱,E0.6,trident emblem,fully-qualified,1f531,1F531
name_badge,📛,E0.6,name badge,fully-qualified,1f4db,1F4DB
japanese_symbol_for_beginner,🔰,E0.6,Japanese symbol for beginner,fully-qualified,1f530,1F530
hollow_red_circle,⭕,E0.6,hollow red circle,fully-qualified,2b55,2B55
check_mark_button,✅,E0.6,check mark button,fully-qualified,2705,2705
check_box_with_check,☑,E0.6,check box with check,unqualified,2611,2611
check_mark,✔,E0.6,check mark,unqualified,2714,2714
cross_mark,❌,E0.6,cross mark,fully-qualified,274c,274C
cross_mark_button,❎,E0.6,cross mark button,fully-qualified,274e,274E
